lat_deg,f00_off_log2,f00_on_log2,f00_off_dev,f00_on_dev,f32_off_log2,f32_on_log2,f32_off_dev,f32_on_dev,f64_off_log2,f64_on_log2,f64_off_dev,f64_on_dev
-22.280,-3.55291,-3.55135,-0.03922,-0.04587,-3.55590,-3.55405,-0.04658,-0.05176,-3.55955,-3.55793,-0.04317,-0.05553
-22.368,-3.55785,-3.55634,-0.04282,-0.04966,-3.55891,-3.55712,-0.04836,-0.05366,-3.56129,-3.55971,-0.04356,-0.05618
-22.456,-3.56365,-3.56218,-0.04726,-0.05428,-3.56076,-3.55902,-0.04897,-0.05440,-3.55962,-3.55809,-0.04056,-0.05343
-22.544,-3.56658,-3.56516,-0.04885,-0.05605,-3.56126,-3.55957,-0.04823,-0.05379,-3.55562,-3.55414,-0.03522,-0.04834
-22.632,-3.56666,-3.56528,-0.04758,-0.05496,-3.56280,-3.56116,-0.04853,-0.05421,-3.55756,-3.55612,-0.03581,-0.04919
-22.720,-3.56585,-3.56452,-0.04541,-0.05298,-3.56208,-3.56050,-0.04657,-0.05237,-3.55804,-3.55665,-0.03494,-0.04858
-22.808,-3.56456,-3.56327,-0.04277,-0.05052,-3.56027,-3.55873,-0.04352,-0.04944,-3.55960,-3.55825,-0.03515,-0.04905
-22.896,-3.56428,-3.56303,-0.04113,-0.04905,-3.56147,-3.55999,-0.04347,-0.04952,-3.56312,-3.56182,-0.03732,-0.05148
-22.983,-3.56340,-3.56220,-0.03890,-0.04700,-3.56137,-3.55993,-0.04213,-0.04829,-3.56413,-3.56287,-0.03698,-0.05139
-23.071,-3.56196,-3.56079,-0.03609,-0.04438,-3.56074,-3.55936,-0.04025,-0.04654,-3.56505,-3.56383,-0.03655,-0.05121
-23.159,-3.56038,-3.55925,-0.03315,-0.04162,-3.56108,-3.55974,-0.03934,-0.04575,-3.56623,-3.56506,-0.03637,-0.05129
-23.247,-3.55984,-3.55876,-0.03125,-0.03990,-3.56235,-3.56106,-0.03937,-0.04589,-3.56557,-3.56444,-0.03435,-0.04953
-23.335,-3.55942,-3.55837,-0.02946,-0.03829,-3.56273,-3.56149,-0.03849,-0.04514,-3.56289,-3.56180,-0.03032,-0.04575
-23.423,-3.55927,-3.55827,-0.02794,-0.03696,-3.56433,-3.56314,-0.03884,-0.04561,-3.56231,-3.56126,-0.02837,-0.04406
-23.511,-3.55982,-3.55885,-0.02712,-0.03631,-3.56503,-3.56388,-0.03829,-0.04518,-3.56220,-3.56119,-0.02690,-0.04285
-23.599,-3.56032,-3.55939,-0.02625,-0.03563,-3.56346,-3.56236,-0.03546,-0.04247,-3.56252,-3.56155,-0.02586,-0.04206
-23.687,-3.56110,-3.56021,-0.02566,-0.03522,-3.56172,-3.56067,-0.03247,-0.03959,-3.56278,-3.56186,-0.02476,-0.04122
-23.774,-3.56206,-3.56121,-0.02525,-0.03499,-3.56109,-3.56008,-0.03058,-0.03782,-3.56265,-3.56176,-0.02325,-0.03997
-23.862,-3.56336,-3.56254,-0.02517,-0.03509,-3.56186,-3.56089,-0.03009,-0.03745,-3.56310,-3.56225,-0.02233,-0.03931
-23.950,-3.56506,-3.56427,-0.02549,-0.03559,-3.56201,-3.56108,-0.02897,-0.03645,-3.56391,-3.56309,-0.02177,-0.03901
-24.038,-3.56697,-3.56622,-0.02602,-0.03630,-3.56163,-3.56074,-0.02733,-0.03493,-3.56468,-3.56390,-0.02117,-0.03866
-24.126,-3.56747,-3.56676,-0.02514,-0.03560,-3.55935,-3.55850,-0.02378,-0.03149,-3.56442,-3.56368,-0.01954,-0.03728
-24.214,-3.56690,-3.56622,-0.02319,-0.03383,-3.55837,-3.55757,-0.02155,-0.02937,-3.56420,-3.56349,-0.01794,-0.03594
-24.302,-3.56509,-3.56445,-0.01999,-0.03082,-3.56063,-3.55986,-0.02253,-0.03047,-3.56455,-3.56387,-0.01691,-0.03517
-24.390,-3.56282,-3.56220,-0.01633,-0.02733,-3.56204,-3.56131,-0.02267,-0.03073,-3.56602,-3.56538,-0.01700,-0.03552
-24.478,-3.56108,-3.56049,-0.01320,-0.02438,-3.56361,-3.56292,-0.02298,-0.03115,-3.56814,-3.56753,-0.01774,-0.03651
-24.565,-3.55997,-3.55941,-0.01070,-0.02206,-3.56314,-3.56248,-0.02123,-0.02952,-3.57019,-3.56962,-0.01841,-0.03744
-24.653,-3.56055,-3.56003,-0.00989,-0.02143,-3.55986,-3.55924,-0.01668,-0.02507,-3.57023,-3.56969,-0.01706,-0.03635
-24.741,-3.56163,-3.56114,-0.00958,-0.02130,-3.55663,-3.55604,-0.01218,-0.02069,-3.56807,-3.56755,-0.01351,-0.03306
-24.829,-3.56175,-3.56129,-0.00830,-0.02021,-3.55639,-3.55583,-0.01066,-0.01928,-3.56663,-3.56614,-0.01069,-0.03048
-24.917,-3.55832,-3.55789,-0.00348,-0.01556,-3.55832,-3.55780,-0.01132,-0.02005,-3.56362,-3.56316,-0.00628,-0.02634
-25.005,-3.55561,-3.55520,0.00064,-0.01162,-3.56140,-3.56091,-0.01311,-0.02195,-3.56008,-3.55966,-0.00136,-0.02167
-25.093,-3.55750,-3.55712,0.00015,-0.01229,-3.56175,-3.56129,-0.01218,-0.02113,-3.55824,-3.55784,0.00188,-0.01869
-25.181,-3.56263,-3.56228,-0.00358,-0.01620,-3.56033,-3.55990,-0.00948,-0.01854,-3.55740,-3.55702,0.00412,-0.01670
-25.269,-3.56767,-3.56734,-0.00722,-0.02001,-3.55913,-3.55874,-0.00700,-0.01617,-3.55803,-3.55768,0.00488,-0.01620
-25.356,-3.56849,-3.56818,-0.00663,-0.01960,-3.55893,-3.55856,-0.00552,-0.01479,-3.55790,-3.55758,0.00641,-0.01492
-25.444,-3.56443,-3.56414,-0.00116,-0.01431,-3.55843,-3.55808,-0.00372,-0.01311,-3.55441,-3.55411,0.01130,-0.01029
-25.532,-3.55915,-3.55888,0.00554,-0.00779,-3.55855,-3.55823,-0.00256,-0.01205,-3.54917,-3.54890,0.01794,-0.00390
-25.620,-3.55558,-3.55534,0.01051,-0.00299,-3.55904,-3.55875,-0.00176,-0.01136,-3.54375,-3.54350,0.02477,0.00267
-25.708,-3.55513,-3.55490,0.01238,-0.00130,-3.55725,-3.55699,0.00132,-0.00838,-3.53939,-3.53916,0.03054,0.00818
-25.796,-3.55404,-3.55383,0.01489,0.00103,-3.55526,-3.55501,0.00461,-0.00520,-3.53909,-3.53888,0.03224,0.00963
-25.884,-3.55228,-3.55209,0.01806,0.00403,-3.55279,-3.55257,0.00837,-0.00154,-3.53943,-3.53924,0.03331,0.01045
-25.972,-3.55063,-3.55047,0.02112,0.00691,-3.54998,-3.54978,0.01247,0.00246,-3.54106,-3.54089,0.03309,0.00997
-26.060,-3.54781,-3.54766,0.02537,0.01098,-3.54709,-3.54691,0.01666,0.00655,-3.54309,-3.54293,0.03248,0.00911
-26.147,-3.54588,-3.54575,0.02872,0.01416,-3.54455,-3.54439,0.02050,0.01028,-3.53901,-3.53887,0.03798,0.01435
-26.235,-3.54481,-3.54469,0.03121,0.01648,-3.54248,-3.54234,0.02386,0.01355,-3.53145,-3.53133,0.04695,0.02307
-26.323,-3.54350,-3.54340,0.03395,0.01904,-3.54202,-3.54190,0.02563,0.01521,-3.53141,-3.53130,0.04841,0.02427
-26.411,-3.54265,-3.54256,0.03623,0.02114,-3.54092,-3.54082,0.02802,0.01751,-3.53658,-3.53648,0.04466,0.02027
-26.499,-3.54236,-3.54228,0.03795,0.02269,-3.53897,-3.53888,0.03128,0.02067,-3.54094,-3.54086,0.04173,0.01708
-26.587,-3.54303,-3.54296,0.03871,0.02328,-3.53704,-3.53696,0.03452,0.02381,-3.54309,-3.54302,0.04100,0.01610
-26.675,-3.54223,-3.54217,0.04095,0.02534,-3.53492,-3.53485,0.03795,0.02714,-3.54186,-3.54180,0.04365,0.01850
-26.763,-3.54178,-3.54173,0.04283,0.02705,-3.53306,-3.53301,0.04111,0.03021,-3.53835,-3.53830,0.04859,0.02319
-26.851,-3.54055,-3.54051,0.04549,0.02955,-3.53275,-3.53271,0.04273,0.03174,-3.53309,-3.53305,0.05528,0.02963
-26.938,-3.53961,-3.53959,0.04787,0.03175,-3.53263,-3.53259,0.04417,0.03308,-3.52962,-3.52959,0.06018,0.03427
-27.026,-3.53826,-3.53824,0.05066,0.03437,-3.53049,-3.53047,0.04762,0.03643,-3.52857,-3.52855,0.06266,0.03651
-27.114,-3.53649,-3.53647,0.05388,0.03741,-3.52879,-3.52878,0.05063,0.03935,-3.53003,-3.53001,0.06264,0.03623
-27.202,-3.53381,-3.53380,0.05800,0.04137,-3.52685,-3.52684,0.05389,0.04252,-3.53119,-3.53117,0.06292,0.03626
-27.290,-3.52948,-3.52948,0.06377,0.04697,-3.52420,-3.52420,0.05785,0.04639,-3.52958,-3.52957,0.06596,0.03906
-27.378,-3.52545,-3.52545,0.06925,0.05228,-3.52305,-3.52305,0.06032,0.04877,-3.52679,-3.52679,0.07019,0.04303
-27.466,-3.52139,-3.52139,0.07476,0.05762,-3.52050,-3.52050,0.06419,0.05255,-3.52316,-3.52316,0.07527,0.04786
-27.554,-3.51804,-3.51804,0.07956,0.06225,-3.51886,-3.51886,0.06716,0.05543,-3.51925,-3.51925,0.08061,0.05296
-27.642,-3.51497,-3.51497,0.08409,0.06661,-3.51692,-3.51692,0.07042,0.05861,-3.51506,-3.51506,0.08625,0.05834
-27.729,-3.51387,-3.51387,0.08664,0.06899,-3.51359,-3.51359,0.07507,0.06317,-3.51033,-3.51033,0.09243,0.06427
-27.817,-3.51225,-3.51225,0.08971,0.07190,-3.51118,-3.51118,0.07881,0.06682,-3.50795,-3.50795,0.09626,0.06785
-27.905,-3.51029,-3.51029,0.09313,0.07515,-3.50942,-3.50942,0.08189,0.06982,-3.50594,-3.50594,0.09971,0.07106
-27.993,-3.50955,-3.50955,0.09533,0.07718,-3.50603,-3.50603,0.08662,0.07446,-3.50351,-3.50351,0.10360,0.07469
-28.081,-3.50717,-3.50717,0.09917,0.08084,-3.50431,-3.50431,0.08966,0.07741,-3.50160,-3.50160,0.10696,0.07780
-28.169,-3.50591,-3.50591,0.10190,0.08340,-3.50136,-3.50136,0.09395,0.08161,-3.49892,-3.49892,0.11110,0.08169
-28.257,-3.50384,-3.50384,0.10543,0.08677,-3.49931,-3.49931,0.09733,0.08490,-3.49775,-3.49775,0.11372,0.08405
-28.345,-3.50279,-3.50279,0.10795,0.08911,-3.49510,-3.49510,0.10287,0.09035,-3.49679,-3.49679,0.11615,0.08623
-28.433,-3.50129,-3.50129,0.11091,0.09190,-3.49100,-3.49100,0.10831,0.09571,-3.49682,-3.49682,0.11758,0.08740
-28.521,-3.49957,-3.49957,0.11410,0.09492,-3.48873,-3.48873,0.11192,0.09923,-3.49589,-3.49589,0.11997,0.08954
-28.608,-3.49628,-3.49628,0.11887,0.09951,-3.48695,-3.48695,0.11503,0.10225,-3.49257,-3.49257,0.12475,0.09406
-28.696,-3.49422,-3.49422,0.12240,0.10287,-3.48461,-3.48461,0.11872,0.10584,-3.49047,-3.49047,0.12832,0.09737
-28.784,-3.49313,-3.49313,0.12497,0.10526,-3.48188,-3.48188,0.12280,0.10983,-3.48693,-3.48693,0.13332,0.10212
-28.872,-3.49150,-3.49150,0.12807,0.10819,-3.47797,-3.47797,0.12804,0.11499,-3.48482,-3.48482,0.13690,0.10544
-28.960,-3.49003,-3.49003,0.13102,0.11096,-3.47476,-3.47476,0.13260,0.11945,-3.48122,-3.48122,0.14197,0.11025
-29.048,-3.48752,-3.48752,0.13502,0.11478,-3.47251,-3.47251,0.13619,0.12295,-3.47605,-3.47605,0.14862,0.11664
-29.136,-3.48497,-3.48497,0.13904,0.11863,-3.47036,-3.47036,0.13969,0.12636,-3.46965,-3.46965,0.15650,0.12425
-29.224,-3.48155,-3.48155,0.14395,0.12336,-3.46745,-3.46745,0.14395,0.13053,-3.46508,-3.46508,0.16254,0.13004
-29.312,-3.47909,-3.47909,0.14789,0.12712,-3.46555,-3.46555,0.14720,0.13369,-3.46236,-3.46236,0.16674,0.13397
-29.399,-3.47593,-3.47593,0.15254,0.13159,-3.46441,-3.46441,0.14969,0.13608,-3.45979,-3.45979,0.17078,0.13776
-29.487,-3.47250,-3.47250,0.15746,0.13633,-3.46116,-3.46116,0.15430,0.14060,-3.45875,-3.45875,0.17331,0.14002
-29.575,-3.47022,-3.47022,0.16123,0.13992,-3.46095,-3.46095,0.15587,0.14207,-3.45755,-3.45755,0.17600,0.14244
-29.663,-3.46802,-3.46802,0.16493,0.14344,-3.45936,-3.45936,0.15882,0.14493,-3.45527,-3.45527,0.17976,0.14594
-29.751,-3.46576,-3.46576,0.16868,0.14701,-3.45593,-3.45593,0.16360,0.14961,-3.45398,-3.45398,0.18254,0.14845
-29.839,-3.46363,-3.46363,0.17231,0.15046,-3.45272,-3.45272,0.16817,0.15409,-3.45316,-3.45316,0.18485,0.15050
-29.927,-3.46140,-3.46140,0.17604,0.15401,-3.44948,-3.44948,0.17277,0.15860,-3.45207,-3.45207,0.18742,0.15281
