lat_deg,f00_off_log2,f00_on_log2,f00_off_dev,f00_on_dev,f32_off_log2,f32_on_log2,f32_off_dev,f32_on_dev,f64_off_log2,f64_on_log2,f64_off_dev,f64_on_dev
-5.581,-3.22147,-3.22115,0.06850,0.07661,-3.22597,-3.22473,0.07539,0.07761,-3.22733,-3.22297,0.06639,0.08366
-5.669,-3.21873,-3.21923,0.07225,0.07951,-3.22782,-3.22732,0.07449,0.07596,-3.22719,-3.22348,0.06754,0.08408
-5.757,-3.21983,-3.22118,0.07216,0.07853,-3.23163,-3.23186,0.07164,0.07236,-3.22914,-3.22614,0.06659,0.08235
-5.845,-3.22262,-3.22484,0.07039,0.07585,-3.23545,-3.23636,0.06878,0.06880,-3.23244,-3.23030,0.06430,0.07912
-5.933,-3.22478,-3.22786,0.06924,0.07381,-3.23890,-3.24049,0.06628,0.06562,-3.23505,-3.23376,0.06270,0.07659
-6.021,-3.22832,-3.23229,0.06672,0.07037,-3.23970,-3.24193,0.06645,0.06512,-3.23794,-3.23748,0.06082,0.07381
-6.108,-3.23154,-3.23639,0.06452,0.06725,-3.24148,-3.24436,0.06564,0.06363,-3.24127,-3.24165,0.05851,0.07057
-6.196,-3.23116,-3.23684,0.06592,0.06778,-3.24257,-3.24611,0.06551,0.06284,-3.24331,-3.24452,0.05749,0.06864
-6.284,-3.22867,-3.23507,0.06944,0.07054,-3.22169,-3.22606,0.08735,0.08384,-3.22586,-3.22745,0.07595,0.08665
-6.372,-3.22750,-3.23454,0.07163,0.07205,-3.18957,-3.19388,0.12044,0.11697,-3.19574,-3.19770,0.10709,0.11734
-6.460,-3.22663,-3.23155,0.07352,0.07604,-3.24102,-3.24584,0.06996,0.06596,-3.24242,-3.24650,0.06144,0.06948
-6.548,-3.16843,-3.17328,0.13275,0.13529,-3.24071,-3.24649,0.07124,0.06626,-3.24094,-3.24598,0.06394,0.07093
-6.636,-3.22806,-3.23378,0.07415,0.07579,-3.24072,-3.24676,0.07220,0.06694,-3.24042,-3.24614,0.06548,0.07171
-6.724,-3.23042,-3.23948,0.07283,0.07108,-3.23873,-3.24483,0.07517,0.06983,-3.24220,-3.24846,0.06474,0.07034
-6.812,-3.23085,-3.24037,0.07342,0.07118,-3.23901,-3.24529,0.07586,0.07033,-3.24635,-3.25314,0.06161,0.06661
-6.899,-3.23188,-3.24190,0.07343,0.07065,-3.23924,-3.24572,0.07660,0.07085,-3.24929,-3.25657,0.05971,0.06412
-6.987,-3.23197,-3.24249,0.07438,0.07105,-3.24306,-3.24979,0.07377,0.06774,-3.24997,-3.25772,0.06005,0.06392
-7.075,-3.23151,-3.24251,0.07588,0.07202,-3.24364,-3.25059,0.07416,0.06790,-3.24775,-3.25591,0.06331,0.06667
-7.163,-3.23109,-3.24258,0.07734,0.07295,-3.24199,-3.24913,0.07680,0.07032,-3.24534,-3.25391,0.06676,0.06962
-7.251,-3.23352,-3.24555,0.07595,0.07098,-3.24079,-3.24811,0.07898,0.07231,-3.24261,-3.25157,0.07052,0.07291
-7.339,-3.23511,-3.24774,0.07540,0.06980,-3.23862,-3.24598,0.08213,0.07539,-3.24309,-3.25234,0.07108,0.07308
-7.427,-3.23438,-3.24756,0.07718,0.07098,-3.23862,-3.24605,0.08311,0.07629,-3.24359,-3.25314,0.07162,0.07324
-7.515,-3.23425,-3.24798,0.07836,0.07155,-3.23925,-3.24676,0.08347,0.07655,-3.24499,-3.25486,0.07126,0.07247
-7.603,-3.23776,-3.25213,0.07589,0.06841,-3.24155,-3.24914,0.08216,0.07513,-3.24475,-3.25492,0.07255,0.07337
-7.690,-3.24209,-3.25710,0.07261,0.06445,-3.24455,-3.25223,0.08015,0.07301,-3.24612,-3.25660,0.07223,0.07264
-7.778,-3.24484,-3.26037,0.07091,0.06218,-3.24803,-3.25579,0.07766,0.07042,-3.24804,-3.25873,0.07135,0.07146
-7.866,-3.24797,-3.26389,0.06885,0.05967,-3.25045,-3.25826,0.07624,0.06892,-3.24912,-3.25984,0.07133,0.07131
-7.954,-3.24789,-3.26415,0.06998,0.06042,-3.25189,-3.25976,0.07578,0.06839,-3.24947,-3.26022,0.07202,0.07189
-8.042,-3.24836,-3.26496,0.07056,0.06061,-3.25420,-3.26214,0.07447,0.06698,-3.24863,-3.25937,0.07392,0.07369
-8.130,-3.24764,-3.26456,0.07235,0.06203,-3.25502,-3.26300,0.07465,0.06710,-3.24880,-3.25958,0.07480,0.07444
-8.218,-3.24721,-3.26447,0.07384,0.06314,-3.25587,-3.26389,0.07480,0.06718,-3.24698,-3.25777,0.07768,0.07722
-8.306,-3.24689,-3.26418,0.07523,0.06444,-3.25499,-3.26313,0.07667,0.06892,-3.25034,-3.26099,0.07538,0.07496
-8.394,-3.24616,-3.26337,0.07701,0.06626,-3.25409,-3.26237,0.07858,0.07066,-3.25475,-3.26521,0.07203,0.07170
-8.481,-3.24740,-3.26456,0.07684,0.06609,-3.25347,-3.26190,0.08020,0.07211,-3.26467,-3.27502,0.06318,0.06286
-8.569,-3.24981,-3.26695,0.07550,0.06472,-3.25399,-3.26256,0.08069,0.07242,-3.27005,-3.28020,0.05886,0.05863
-8.657,-3.25257,-3.26969,0.07382,0.06300,-3.25826,-3.26705,0.07742,0.06892,-3.27005,-3.27994,0.05992,0.05987
-8.745,-3.25525,-3.27232,0.07221,0.06138,-3.26121,-3.27018,0.07548,0.06677,-3.26669,-3.27627,0.06435,0.06450
-8.833,-3.25785,-3.27452,0.07068,0.06020,-3.26476,-3.27367,0.07293,0.06426,-3.26434,-3.27374,0.06777,0.06800
-8.921,-3.25861,-3.27484,0.07100,0.06091,-3.26500,-3.27379,0.07371,0.06513,-3.26051,-3.26972,0.07267,0.07299
-9.009,-3.25907,-3.27486,0.07161,0.06192,-3.26640,-3.27509,0.07332,0.06481,-3.25713,-3.26616,0.07712,0.07752
-9.097,-3.25810,-3.27341,0.07366,0.06439,-3.26732,-3.27591,0.07341,0.06498,-3.26093,-3.26988,0.07439,0.07477
-9.185,-3.25548,-3.27029,0.07737,0.06854,-3.26941,-3.27790,0.07234,0.06397,-3.26701,-3.27590,0.06939,0.06972
-9.272,-3.25476,-3.26915,0.07917,0.07070,-3.27184,-3.28022,0.07092,0.06265,-3.27600,-3.28493,0.06148,0.06167
-9.360,-3.25870,-3.27286,0.07631,0.06802,-3.27401,-3.28223,0.06976,0.06162,-3.28166,-3.29066,0.05690,0.05691
-9.448,-3.26355,-3.27749,0.07255,0.06442,-3.27500,-3.28306,0.06980,0.06179,-3.28232,-3.29133,0.05733,0.05722
-9.536,-3.26465,-3.27831,0.07253,0.06463,-3.27575,-3.28364,0.07007,0.06220,-3.27990,-3.28889,0.06082,0.06063
-9.624,-3.26389,-3.27724,0.07439,0.06673,-3.27622,-3.28393,0.07062,0.06290,-3.27848,-3.28746,0.06333,0.06304
-9.712,-3.26529,-3.27836,0.07408,0.06665,-3.27720,-3.28473,0.07067,0.06310,-3.27580,-3.28475,0.06710,0.06673
-9.800,-3.26593,-3.27890,0.07453,0.06715,-3.27888,-3.28633,0.07001,0.06249,-3.27628,-3.28495,0.06771,0.06751
-9.888,-3.26889,-3.28187,0.07266,0.06521,-3.28034,-3.28775,0.06958,0.06208,-3.27742,-3.28567,0.06765,0.06777
-9.976,-3.27379,-3.28682,0.06886,0.06130,-3.28217,-3.28953,0.06877,0.06129,-3.27806,-3.28587,0.06811,0.06855
-10.063,-3.27839,-3.29145,0.06537,0.05770,-3.28300,-3.29030,0.06897,0.06152,-3.27775,-3.28512,0.06951,0.07029
-10.151,-3.27922,-3.29226,0.06564,0.05794,-3.28479,-3.29205,0.06821,0.06077,-3.28020,-3.28716,0.06816,0.06923
-10.239,-3.27499,-3.28792,0.07097,0.06331,-3.28689,-3.29413,0.06714,0.05969,-3.28275,-3.28929,0.06671,0.06808
-10.327,-3.27300,-3.28573,0.07406,0.06654,-3.28784,-3.29480,0.06723,0.06003,-3.28642,-3.29240,0.06414,0.06595
-10.415,-3.27592,-3.28851,0.07225,0.06481,-3.29003,-3.29670,0.06608,0.05913,-3.29100,-3.29643,0.06066,0.06291
-10.503,-3.28302,-3.29554,0.06626,0.05882,-3.28997,-3.29633,0.06717,0.06050,-3.29662,-3.30150,0.05614,0.05883
-10.591,-3.29039,-3.30285,0.06000,0.05256,-3.28896,-3.29501,0.06922,0.06283,-3.30090,-3.30521,0.05297,0.05611
-10.679,-3.29147,-3.30376,0.06002,0.05269,-3.29003,-3.29579,0.06919,0.06306,-3.30426,-3.30800,0.05071,0.05431
-10.767,-3.29015,-3.30220,0.06246,0.05531,-3.29331,-3.29877,0.06695,0.06109,-3.30649,-3.30978,0.04958,0.05353
-10.854,-3.28891,-3.30064,0.06481,0.05791,-3.29629,-3.30138,0.06501,0.05949,-3.30916,-3.31231,0.04803,0.05198
-10.942,-3.29030,-3.30175,0.06454,0.05785,-3.29702,-3.30171,0.06532,0.06017,-3.31264,-3.31568,0.04565,0.04960
-11.030,-3.29303,-3.30423,0.06293,0.05643,-3.29899,-3.30329,0.06440,0.05960,-3.31585,-3.31878,0.04356,0.04751
-11.118,-3.29479,-3.30572,0.06229,0.05599,-3.30259,-3.30654,0.06185,0.05737,-3.31669,-3.31947,0.04384,0.04780
-11.206,-3.29544,-3.30609,0.06276,0.05667,-3.30569,-3.30927,0.05980,0.05565,-3.31501,-3.31764,0.04663,0.05064
-11.294,-3.29700,-3.30738,0.06232,0.05644,-3.30839,-3.31159,0.05814,0.05435,-3.31393,-3.31643,0.04883,0.05285
-11.382,-3.29814,-3.30824,0.06231,0.05664,-3.31261,-3.31543,0.05498,0.05153,-3.31300,-3.31537,0.05088,0.05490
-11.470,-3.30140,-3.31125,0.06017,0.05468,-3.31621,-3.31864,0.05243,0.04934,-3.31331,-3.31558,0.05169,0.05569
-11.558,-3.30299,-3.31258,0.05971,0.05442,-3.31535,-3.31735,0.05434,0.05164,-3.31415,-3.31632,0.05197,0.05596
-11.646,-3.30477,-3.31408,0.05907,0.05398,-3.31442,-3.31600,0.05633,0.05402,-3.31701,-3.31908,0.05024,0.05420
-11.733,-3.30792,-3.31698,0.05704,0.05213,-3.31398,-3.31514,0.05782,0.05590,-3.31896,-3.32092,0.04942,0.05335
-11.821,-3.31014,-3.31893,0.05596,0.05125,-3.31568,-3.31654,0.05718,0.05553,-3.32149,-3.32331,0.04802,0.05197
-11.909,-3.31315,-3.32166,0.05409,0.04959,-3.31628,-3.31683,0.05764,0.05626,-3.32187,-3.32353,0.04877,0.05276
-11.997,-3.31659,-3.32484,0.05178,0.04748,-3.31677,-3.31702,0.05822,0.05710,-3.32239,-3.32389,0.04938,0.05340
-12.085,-3.31944,-3.32741,0.05007,0.04597,-3.31933,-3.31929,0.05672,0.05585,-3.32147,-3.32280,0.05143,0.05550
-12.173,-3.32269,-3.33040,0.04796,0.04405,-3.32217,-3.32183,0.05495,0.05434,-3.32195,-3.32312,0.05209,0.05619
-12.261,-3.32364,-3.33104,0.04816,0.04448,-3.32514,-3.32454,0.05304,0.05266,-3.32511,-3.32617,0.05006,0.05415
-12.349,-3.32354,-3.33061,0.04940,0.04598,-3.32640,-3.32563,0.05285,0.05260,-3.32700,-3.32802,0.04931,0.05331
-12.437,-3.32493,-3.33168,0.04915,0.04597,-3.32830,-3.32738,0.05201,0.05188,-3.33272,-3.33372,0.04474,0.04862
-12.524,-3.32651,-3.33295,0.04872,0.04578,-3.33269,-3.33163,0.04869,0.04867,-3.33387,-3.33483,0.04473,0.04852
-12.612,-3.32994,-3.33608,0.04645,0.04373,-3.33782,-3.33661,0.04464,0.04472,-3.33268,-3.33358,0.04707,0.05079
-12.700,-3.33366,-3.33950,0.04388,0.04138,-3.33990,-3.33853,0.04363,0.04383,-3.33379,-3.33465,0.04710,0.05073
-12.788,-3.33650,-3.34200,0.04219,0.03996,-3.34024,-3.33861,0.04437,0.04479,-3.33728,-3.33798,0.04476,0.04842
-12.876,-3.33611,-3.34118,0.04373,0.04185,-3.33997,-3.33800,0.04571,0.04644,-3.33837,-3.33877,0.04482,0.04864
-12.964,-3.33614,-3.34079,0.04486,0.04332,-3.34061,-3.33830,0.04615,0.04718,-3.33655,-3.33664,0.04779,0.05179
-13.052,-3.33883,-3.34309,0.04333,0.04210,-3.34145,-3.33880,0.04639,0.04771,-3.33478,-3.33456,0.05072,0.05489
-13.140,-3.33869,-3.34254,0.04463,0.04374,-3.34333,-3.34034,0.04559,0.04721,-3.33705,-3.33655,0.04960,0.05393
-13.228,-3.33783,-3.34125,0.04666,0.04611,-3.34570,-3.34238,0.04430,0.04622,-3.34501,-3.34425,0.04280,0.04724
-13.315,-3.33864,-3.34148,0.04701,0.04696,-3.34958,-3.34591,0.04150,0.04374,-3.35236,-3.35113,0.03661,0.04139
-13.403,-3.34459,-3.34685,0.04223,0.04268,-3.35323,-3.34921,0.03893,0.04148,-3.35692,-3.35515,0.03321,0.03839
-13.491,-3.35065,-3.35232,0.03734,0.03829,-3.35624,-3.35186,0.03701,0.03987,-3.35845,-3.35613,0.03284,0.03843
-13.579,-3.35382,-3.35490,0.03533,0.03681,-3.35754,-3.35279,0.03680,0.03999,-3.36008,-3.35721,0.03238,0.03839
-13.667,-3.35373,-3.35418,0.03660,0.03861,-3.35696,-3.35185,0.03847,0.04198,-3.36370,-3.36029,0.02992,0.03633
-13.755,-3.35542,-3.35517,0.03607,0.03871,-3.35874,-3.35324,0.03778,0.04164,-3.36544,-3.36147,0.02934,0.03617
-13.843,-3.35876,-3.35733,0.03391,0.03764,-3.36360,-3.35763,0.03402,0.03829,-3.36676,-3.36220,0.02919,0.03647
-13.931,-3.36062,-3.35800,0.03323,0.03807,-3.36746,-3.36102,0.03125,0.03596,-3.36932,-3.36417,0.02780,0.03553
-14.019,-3.36108,-3.35727,0.03395,0.03988,-3.37142,-3.36451,0.02839,0.03353,-3.37357,-3.36783,0.02473,0.03290
-14.106,-3.36205,-3.35706,0.03416,0.04119,-3.37452,-3.36714,0.02638,0.03195,-3.37468,-3.36835,0.02480,0.03342
-14.194,-3.36451,-3.35834,0.03288,0.04101,-3.37622,-3.36837,0.02578,0.03177,-3.37219,-3.36527,0.02846,0.03753
-14.282,-3.36578,-3.35900,0.03279,0.04144,-3.37781,-3.36975,0.02529,0.03145,-3.37110,-3.36390,0.03073,0.03993
-14.370,-3.36731,-3.36060,0.03244,0.04095,-3.37779,-3.36980,0.02641,0.03246,-3.37006,-3.36294,0.03295,0.04193
-14.458,-3.37047,-3.36381,0.03047,0.03883,-3.38016,-3.37224,0.02514,0.03108,-3.37235,-3.36530,0.03184,0.04061
-14.546,-3.37517,-3.36858,0.02696,0.03517,-3.38069,-3.37284,0.02571,0.03153,-3.37368,-3.36670,0.03169,0.04025
-14.634,-3.38066,-3.37413,0.02266,0.03072,-3.38387,-3.37609,0.02365,0.02935,-3.37731,-3.37040,0.02924,0.03758
-14.722,-3.38487,-3.37839,0.01965,0.02756,-3.38717,-3.37947,0.02145,0.02703,-3.38110,-3.37425,0.02665,0.03477
-14.810,-3.38559,-3.37918,0.02012,0.02788,-3.38901,-3.38138,0.02072,0.02619,-3.38375,-3.37697,0.02518,0.03309
-14.897,-3.38318,-3.37682,0.02373,0.03134,-3.39012,-3.38256,0.02072,0.02606,-3.38501,-3.37830,0.02512,0.03280
-14.985,-3.38385,-3.37756,0.02425,0.03172,-3.39230,-3.38482,0.01965,0.02488,-3.38784,-3.38120,0.02347,0.03094
-15.073,-3.38747,-3.38124,0.02183,0.02914,-3.39373,-3.38632,0.01933,0.02444,-3.38958,-3.38301,0.02293,0.03018
-15.161,-3.39345,-3.38728,0.01706,0.02421,-3.39636,-3.38902,0.01782,0.02280,-3.39222,-3.38572,0.02148,0.02851
-15.249,-3.40215,-3.39604,0.00956,0.01656,-3.39704,-3.38978,0.01825,0.02312,-3.39751,-3.39108,0.01740,0.02420
-15.337,-3.40689,-3.40084,0.00603,0.01287,-3.39736,-3.39017,0.01905,0.02380,-3.40188,-3.39552,0.01422,0.02081
-15.425,-3.40332,-3.39733,0.01080,0.01749,-3.39921,-3.39209,0.01832,0.02295,-3.40529,-3.39900,0.01201,0.01838
-15.513,-3.40271,-3.39679,0.01262,0.01915,-3.40173,-3.39469,0.01692,0.02143,-3.40919,-3.40297,0.00932,0.01546
-15.601,-3.41095,-3.40508,0.00559,0.01197,-3.40399,-3.39702,0.01578,0.02016,-3.41180,-3.40564,0.00791,0.01383
-15.688,-3.41769,-3.41189,0.00006,0.00628,-3.40726,-3.40036,0.01364,0.01790,-3.41565,-3.40957,0.00526,0.01096
-15.776,-3.41570,-3.40996,0.00326,0.00933,-3.40931,-3.40249,0.01271,0.01685,-3.42122,-3.41520,0.00091,0.00638
-15.864,-3.41021,-3.40453,0.00997,0.01588,-3.40968,-3.40293,0.01346,0.01748,-3.42687,-3.42092,-0.00354,0.00171
-15.952,-3.41050,-3.40489,0.01090,0.01665,-3.41090,-3.40423,0.01337,0.01727,-3.43101,-3.42513,-0.00647,-0.00145
-16.040,-3.41395,-3.40840,0.00866,0.01426,-3.41194,-3.40534,0.01346,0.01724,-3.43266,-3.42685,-0.00690,-0.00211
-16.128,-3.41643,-3.41094,0.00740,0.01284,-3.41416,-3.40763,0.01238,0.01603,-3.43267,-3.42693,-0.00570,-0.00113
-16.216,-3.41803,-3.41260,0.00703,0.01230,-3.41633,-3.40987,0.01134,0.01487,-3.43228,-3.42660,-0.00409,0.00025
-16.304,-3.42088,-3.41551,0.00541,0.01052,-3.41951,-3.41313,0.00929,0.01269,-3.43161,-3.42600,-0.00220,0.00191
-16.392,-3.42488,-3.41957,0.00263,0.00758,-3.42283,-3.41652,0.00711,0.01039,-3.43121,-3.42567,-0.00058,0.00330
-16.479,-3.42746,-3.42221,0.00128,0.00607,-3.42408,-3.41785,0.00699,0.01015,-3.43120,-3.42572,0.00065,0.00431
-16.567,-3.42913,-3.42395,0.00084,0.00547,-3.42873,-3.42257,0.00348,0.00652,-3.43374,-3.42833,-0.00067,0.00276
-16.655,-3.42842,-3.42330,0.00278,0.00725,-3.43349,-3.42741,-0.00015,0.00276,-3.43659,-3.43125,-0.00229,0.00091
-16.743,-3.42675,-3.42169,0.00568,0.00999,-3.43843,-3.43242,-0.00394,-0.00115,-3.43743,-3.43215,-0.00190,0.00107
-16.831,-3.42450,-3.41950,0.00916,0.01331,-3.43941,-3.43346,-0.00378,-0.00111,-3.44070,-3.43548,-0.00394,-0.00120
-16.919,-3.42573,-3.42079,0.00918,0.01316,-3.43996,-3.43409,-0.00319,-0.00065,-3.44346,-3.43831,-0.00547,-0.00296
-17.007,-3.43046,-3.42558,0.00568,0.00950,-3.43921,-3.43342,-0.00129,0.00112,-3.44582,-3.44074,-0.00660,-0.00432
-17.095,-3.43405,-3.42923,0.00333,0.00699,-3.44017,-3.43445,-0.00111,0.00118,-3.44849,-3.44347,-0.00804,-0.00598
-17.183,-3.43677,-3.43201,0.00185,0.00534,-3.44140,-3.43575,-0.00119,0.00098,-3.44928,-3.44432,-0.00759,-0.00576
-17.271,-3.44137,-3.43667,-0.00150,0.00183,-3.44386,-3.43827,-0.00249,-0.00045,-3.44954,-3.44465,-0.00662,-0.00502
-17.358,-3.44323,-3.43859,-0.00212,0.00104,-3.44683,-3.44132,-0.00432,-0.00240,-3.44910,-3.44427,-0.00493,-0.00357
-17.446,-3.44574,-3.44116,-0.00338,-0.00038,-3.44933,-3.44389,-0.00566,-0.00387,-3.45029,-3.44552,-0.00488,-0.00375
-17.534,-3.44964,-3.44512,-0.00603,-0.00320,-3.45187,-3.44650,-0.00705,-0.00538,-3.45258,-3.44787,-0.00593,-0.00503
-17.622,-3.45526,-3.45080,-0.01040,-0.00773,-3.45488,-3.44958,-0.00890,-0.00736,-3.45432,-3.44967,-0.00642,-0.00575
-17.710,-3.45743,-3.45303,-0.01132,-0.00882,-3.45758,-3.45236,-0.01045,-0.00903,-3.45883,-3.45425,-0.00969,-0.00926
-17.798,-3.45827,-3.45392,-0.01090,-0.00856,-3.46031,-3.45515,-0.01202,-0.01072,-3.46185,-3.45733,-0.01146,-0.01126
-17.886,-3.46051,-3.45622,-0.01188,-0.00972,-3.46424,-3.45915,-0.01479,-0.01362,-3.46414,-3.45968,-0.01250,-0.01253
-17.974,-3.46368,-3.45946,-0.01380,-0.01180,-3.46543,-3.46041,-0.01482,-0.01377,-3.46612,-3.46172,-0.01323,-0.01349
-18.062,-3.46778,-3.46361,-0.01664,-0.01481,-3.46754,-3.46259,-0.01576,-0.01484,-3.46686,-3.46253,-0.01272,-0.01322
-18.149,-3.47126,-3.46715,-0.01885,-0.01719,-3.47290,-3.46803,-0.01996,-0.01917,-3.46935,-3.46508,-0.01395,-0.01469
-18.237,-3.47482,-3.47077,-0.02116,-0.01967,-3.47803,-3.47322,-0.02392,-0.02325,-3.47211,-3.46789,-0.01545,-0.01642
-18.325,-3.47650,-3.47251,-0.02156,-0.02024,-3.48204,-3.47730,-0.02677,-0.02623,-3.47696,-3.47281,-0.01905,-0.02026
-18.413,-3.47831,-3.47438,-0.02212,-0.02096,-3.48447,-3.47980,-0.02803,-0.02761,-3.48101,-3.47691,-0.02183,-0.02328
-18.501,-3.48172,-3.47784,-0.02425,-0.02327,-3.48573,-3.48113,-0.02811,-0.02783,-3.48265,-3.47862,-0.02221,-0.02390
-18.589,-3.48636,-3.48254,-0.02762,-0.02681,-3.48451,-3.47998,-0.02572,-0.02556,-3.48577,-3.48180,-0.02407,-0.02599
-18.677,-3.49164,-3.48788,-0.03163,-0.03099,-3.48416,-3.47970,-0.02420,-0.02417,-3.48818,-3.48427,-0.02521,-0.02738
-18.765,-3.49652,-3.49282,-0.03523,-0.03477,-3.48657,-3.48218,-0.02544,-0.02553,-3.48910,-3.48525,-0.02486,-0.02727
-18.853,-3.49885,-3.49521,-0.03629,-0.03599,-3.48925,-3.48493,-0.02694,-0.02716,-3.49057,-3.48678,-0.02506,-0.02770
-18.940,-3.50026,-3.49668,-0.03642,-0.03630,-3.49314,-3.48889,-0.02966,-0.03000,-3.49165,-3.48792,-0.02487,-0.02775
-19.028,-3.50254,-3.49902,-0.03743,-0.03748,-3.49694,-3.49276,-0.03228,-0.03275,-3.49325,-3.48958,-0.02520,-0.02832
-19.116,-3.50466,-3.50120,-0.03826,-0.03849,-3.49940,-3.49529,-0.03356,-0.03416,-3.49527,-3.49166,-0.02594,-0.02931
-19.204,-3.50804,-3.50463,-0.04036,-0.04076,-3.50241,-3.49837,-0.03539,-0.03612,-3.49594,-3.49240,-0.02534,-0.02895
-19.292,-3.51072,-3.50737,-0.04175,-0.04233,-3.50381,-3.49983,-0.03560,-0.03646,-3.49746,-3.49397,-0.02558,-0.02943
-19.380,-3.51038,-3.50709,-0.04013,-0.04088,-3.50730,-3.50339,-0.03791,-0.03889,-3.50014,-3.49671,-0.02698,-0.03108
-19.468,-3.50751,-3.50427,-0.03597,-0.03690,-3.51030,-3.50646,-0.03972,-0.04084,-3.50344,-3.50007,-0.02899,-0.03334
-19.556,-3.50811,-3.50494,-0.03529,-0.03639,-3.51032,-3.50654,-0.03855,-0.03979,-3.50715,-3.50384,-0.03143,-0.03601
-19.644,-3.51474,-3.51162,-0.04063,-0.04190,-3.51169,-3.50798,-0.03873,-0.04010,-3.51066,-3.50741,-0.03365,-0.03848
-19.731,-3.51816,-3.51510,-0.04275,-0.04420,-3.51114,-3.50750,-0.03699,-0.03849,-3.51500,-3.51181,-0.03670,-0.04178
-19.819,-3.51671,-3.51370,-0.04000,-0.04163,-3.51190,-3.50833,-0.03656,-0.03819,-3.51843,-3.51530,-0.03884,-0.04417
-19.907,-3.51463,-3.51168,-0.03662,-0.03843,-3.51460,-3.51109,-0.03806,-0.03982,-3.51931,-3.51624,-0.03843,-0.04401
-19.995,-3.51745,-3.51455,-0.03814,-0.04012,-3.51866,-3.51522,-0.04093,-0.04281,-3.52046,-3.51744,-0.03829,-0.04411
-20.083,-3.52204,-3.51920,-0.04144,-0.04360,-3.52266,-3.51929,-0.04374,-0.04575,-3.52353,-3.52057,-0.04007,-0.04613
-20.171,-3.52451,-3.52172,-0.04260,-0.04494,-3.52407,-3.52076,-0.04395,-0.04609,-3.52679,-3.52389,-0.04204,-0.04835
-20.259,-3.52345,-3.52071,-0.04024,-0.04275,-3.52537,-3.52213,-0.04405,-0.04632,-3.52915,-3.52630,-0.04309,-0.04965
-20.347,-3.52338,-3.52071,-0.03887,-0.04156,-3.52668,-3.52350,-0.04415,-0.04655,-3.53043,-3.52765,-0.04308,-0.04989
-20.435,-3.52470,-3.52208,-0.03888,-0.04175,-3.52946,-3.52634,-0.04573,-0.04825,-3.53128,-3.52855,-0.04262,-0.04968
-20.522,-3.52691,-3.52435,-0.03978,-0.04283,-3.53218,-3.52913,-0.04725,-0.04990,-3.53091,-3.52824,-0.04095,-0.04826
-20.610,-3.52807,-3.52556,-0.03963,-0.04286,-3.53488,-3.53190,-0.04875,-0.05153,-3.53099,-3.52838,-0.03973,-0.04729
-20.698,-3.53118,-3.52872,-0.04142,-0.04483,-3.53459,-3.53166,-0.04724,-0.05015,-3.53090,-3.52834,-0.03833,-0.04614
-20.786,-3.53411,-3.53171,-0.04304,-0.04663,-3.53532,-3.53246,-0.04677,-0.04980,-3.53069,-3.52818,-0.03681,-0.04487
-20.874,-3.53812,-3.53577,-0.04574,-0.04950,-3.53704,-3.53424,-0.04727,-0.05044,-3.53007,-3.52762,-0.03488,-0.04319
-20.962,-3.54233,-3.54002,-0.04862,-0.05256,-3.53893,-3.53620,-0.04796,-0.05125,-3.53118,-3.52878,-0.03468,-0.04324
-21.050,-3.54514,-3.54289,-0.05011,-0.05424,-3.54117,-3.53850,-0.04898,-0.05240,-3.53136,-3.52902,-0.03355,-0.04236
-21.138,-3.54741,-3.54521,-0.05107,-0.05537,-3.54165,-3.53904,-0.04824,-0.05179,-3.53420,-3.53191,-0.03507,-0.04413
-21.226,-3.54845,-3.54631,-0.05078,-0.05527,-3.54141,-3.53886,-0.04679,-0.05046,-3.53772,-3.53548,-0.03727,-0.04659
-21.313,-3.54822,-3.54613,-0.04923,-0.05389,-3.54070,-3.53821,-0.04486,-0.04866,-3.54138,-3.53920,-0.03962,-0.04919
-21.401,-3.54762,-3.54557,-0.04730,-0.05214,-3.53982,-3.53739,-0.04276,-0.04669,-3.54320,-3.54107,-0.04011,-0.04993
-21.489,-3.54644,-3.54444,-0.04479,-0.04981,-3.54139,-3.53902,-0.04311,-0.04717,-3.54500,-3.54292,-0.04059,-0.05066
-21.577,-3.54618,-3.54423,-0.04320,-0.04840,-3.54436,-3.54205,-0.04486,-0.04904,-3.54522,-3.54320,-0.03949,-0.04982
-21.665,-3.54449,-3.54260,-0.04018,-0.04557,-3.54659,-3.54434,-0.04587,-0.05018,-3.54641,-3.54444,-0.03936,-0.04994
-21.753,-3.54485,-3.54301,-0.03921,-0.04477,-3.54766,-3.54546,-0.04571,-0.05014,-3.54639,-3.54447,-0.03801,-0.04885
-21.841,-3.54778,-3.54598,-0.04080,-0.04655,-3.54824,-3.54610,-0.04507,-0.04963,-3.54774,-3.54586,-0.03802,-0.04911
-21.929,-3.55234,-3.55059,-0.04402,-0.04995,-3.54910,-3.54702,-0.04470,-0.04938,-3.54935,-3.54753,-0.03831,-0.04965
-22.017,-3.55332,-3.55162,-0.04366,-0.04977,-3.55049,-3.54847,-0.04487,-0.04967,-3.54991,-3.54814,-0.03754,-0.04914
-22.104,-3.55223,-3.55057,-0.04123,-0.04752,-3.55284,-3.55088,-0.04599,-0.05092,-3.55218,-3.55045,-0.03847,-0.05032
-22.192,-3.55040,-3.54879,-0.03805,-0.04453,-3.55431,-3.55240,-0.04622,-0.05128,-3.55550,-3.55383,-0.04046,-0.05257
